suspicious_permissions,network_operations,file_encryption_ops,sensitive_api_calls,aviation_app_impersonation,data_size_exfiltrated,background_processes,flight_plan_access_frequency,label,threat_name
5,36,4,7,1,1.8064352859544694,2,35,0,FLIGHT_PLAN_INJECTION
6,132,4,3,1,18.279898708292837,4,17,1,EFB_DATA_EXFILTRATION
4,26,9,4,1,3.7477232167423287,5,12,2,MAINTENANCE_LOG_TAMPERING
5,128,5,2,1,5.20270164411299,6,9,1,EFB_DATA_EXFILTRATION
3,142,7,3,1,45.91545694076756,4,8,1,EFB_DATA_EXFILTRATION
4,85,4,4,1,0.882320568421462,3,34,0,FLIGHT_PLAN_INJECTION
7,56,9,4,1,9.175456637234637,7,27,2,MAINTENANCE_LOG_TAMPERING
5,62,4,4,1,0.2964182136837238,2,27,0,FLIGHT_PLAN_INJECTION
5,85,2,5,1,1.540966978764986,4,31,0,FLIGHT_PLAN_INJECTION
4,88,6,1,1,32.51726837236396,5,8,1,EFB_DATA_EXFILTRATION
4,124,7,2,1,44.8565861093215,6,14,1,EFB_DATA_EXFILTRATION
5,66,3,1,1,6.190110616895036,3,12,1,EFB_DATA_EXFILTRATION
2,11,1,0,0,0.2938977025331861,1,4,3,BENIGN
4,91,7,3,1,25.12222270387986,6,6,1,EFB_DATA_EXFILTRATION
7,56,9,5,1,8.493677719584326,6,17,2,MAINTENANCE_LOG_TAMPERING
4,60,9,4,1,5.054450086957468,5,24,2,MAINTENANCE_LOG_TAMPERING
2,73,2,5,1,0.7417211937962097,4,38,0,FLIGHT_PLAN_INJECTION
4,131,4,1,1,43.71139788798669,5,14,1,EFB_DATA_EXFILTRATION
2,11,0,0,0,0.3733716538990799,2,2,3,BENIGN
2,53,4,3,1,0.9383363712742618,3,40,0,FLIGHT_PLAN_INJECTION
6,40,8,5,1,4.913536262172838,5,15,2,MAINTENANCE_LOG_TAMPERING
3,91,4,1,1,25.810556767931658,6,12,1,EFB_DATA_EXFILTRATION
4,134,3,2,1,41.970996129237705,6,17,1,EFB_DATA_EXFILTRATION
4,62,3,6,1,1.7567716828654183,3,31,0,FLIGHT_PLAN_INJECTION
6,92,6,1,1,27.036681433603476,3,16,1,EFB_DATA_EXFILTRATION
5,62,5,2,1,4.969496536932989,6,25,2,MAINTENANCE_LOG_TAMPERING
3,66,1,6,1,1.5508599112669015,3,28,0,FLIGHT_PLAN_INJECTION
5,20,9,5,1,7.047818189639219,4,24,2,MAINTENANCE_LOG_TAMPERING
4,79,4,2,1,17.480604277608315,6,7,1,EFB_DATA_EXFILTRATION
4,47,1,7,1,1.2155523230099818,4,31,0,FLIGHT_PLAN_INJECTION
6,41,8,5,1,3.6657965352319124,4,21,2,MAINTENANCE_LOG_TAMPERING
4,35,4,5,1,1.5178832557779478,4,28,0,FLIGHT_PLAN_INJECTION
5,69,3,7,1,1.7309094215460186,4,24,0,FLIGHT_PLAN_INJECTION
4,94,7,2,1,21.036498698977546,3,8,1,EFB_DATA_EXFILTRATION
7,72,6,4,1,0.515054122430231,6,10,2,MAINTENANCE_LOG_TAMPERING
6,96,5,3,1,39.25739553576856,4,8,1,EFB_DATA_EXFILTRATION
5,35,5,4,1,4.0936019899872935,7,23,2,MAINTENANCE_LOG_TAMPERING
4,66,7,3,1,3.438047059247106,6,14,2,MAINTENANCE_LOG_TAMPERING
5,30,1,5,1,0.1878905595964394,2,27,0,FLIGHT_PLAN_INJECTION
6,127,7,3,1,20.021671026915683,5,15,1,EFB_DATA_EXFILTRATION
5,72,9,2,1,5.657800696447952,5,21,2,MAINTENANCE_LOG_TAMPERING
3,35,6,4,1,9.016492143963307,4,28,2,MAINTENANCE_LOG_TAMPERING
3,105,3,2,1,22.189102045832566,3,12,1,EFB_DATA_EXFILTRATION
7,50,5,3,1,8.133646879851064,6,16,2,MAINTENANCE_LOG_TAMPERING
5,129,5,2,1,9.300850144817051,6,6,1,EFB_DATA_EXFILTRATION
5,74,4,5,1,1.4393311521895387,3,41,0,FLIGHT_PLAN_INJECTION
7,58,9,3,1,5.155040382261263,7,18,2,MAINTENANCE_LOG_TAMPERING
6,62,5,1,1,9.11673310683412,3,13,1,EFB_DATA_EXFILTRATION
5,65,4,7,1,0.3565724596930401,2,48,0,FLIGHT_PLAN_INJECTION
3,71,6,5,1,4.552184136795722,4,16,2,MAINTENANCE_LOG_TAMPERING
4,80,3,4,1,1.3637283384158698,4,46,0,FLIGHT_PLAN_INJECTION
3,72,8,3,1,9.69797531318198,4,28,2,MAINTENANCE_LOG_TAMPERING
4,58,9,5,1,2.8959228205136434,4,27,2,MAINTENANCE_LOG_TAMPERING
4,98,1,5,1,1.0293546602602237,4,40,0,FLIGHT_PLAN_INJECTION
4,61,5,4,1,7.922884074754403,6,17,2,MAINTENANCE_LOG_TAMPERING
2,9,0,0,0,0.2785237930961171,1,4,3,BENIGN
5,141,7,2,1,44.94033823172861,6,6,1,EFB_DATA_EXFILTRATION
6,24,7,5,1,4.281520986449908,5,25,2,MAINTENANCE_LOG_TAMPERING
6,48,8,5,1,9.188552134606603,4,20,2,MAINTENANCE_LOG_TAMPERING
7,34,6,5,1,5.848622960130799,5,13,2,MAINTENANCE_LOG_TAMPERING
7,60,9,5,1,9.02548097574265,4,29,2,MAINTENANCE_LOG_TAMPERING
5,91,6,1,1,19.156169594580227,5,13,1,EFB_DATA_EXFILTRATION
0,10,1,0,0,0.14343343749139698,2,2,3,BENIGN
1,15,0,0,0,0.08641002572822615,1,0,3,BENIGN
3,32,1,6,1,0.5209015886144974,2,36,0,FLIGHT_PLAN_INJECTION
5,83,3,1,1,28.088474826562244,5,7,1,EFB_DATA_EXFILTRATION
5,57,8,5,1,9.118810089132246,6,22,2,MAINTENANCE_LOG_TAMPERING
3,114,3,1,1,28.423424013868154,5,19,1,EFB_DATA_EXFILTRATION
5,75,4,1,1,23.36090410782865,5,15,1,EFB_DATA_EXFILTRATION
2,49,1,7,1,0.9047270967588654,3,45,0,FLIGHT_PLAN_INJECTION
1,12,1,0,0,0.4791638432406934,1,4,3,BENIGN
2,30,4,5,1,1.2064791646215351,4,38,0,FLIGHT_PLAN_INJECTION
6,53,9,2,1,8.69218170617745,6,17,2,MAINTENANCE_LOG_TAMPERING
4,41,9,2,1,5.654204691856137,4,23,2,MAINTENANCE_LOG_TAMPERING
5,38,6,4,1,6.2618661405705796,6,22,2,MAINTENANCE_LOG_TAMPERING
6,62,3,1,1,27.33795147546879,6,9,1,EFB_DATA_EXFILTRATION
0,16,1,0,0,0.10686834399095535,1,3,3,BENIGN
6,93,4,2,1,24.83446106464436,6,8,1,EFB_DATA_EXFILTRATION
5,39,1,4,1,0.9240750353796999,3,38,0,FLIGHT_PLAN_INJECTION
5,37,2,4,1,0.12484541493176822,2,34,0,FLIGHT_PLAN_INJECTION
4,65,7,5,1,2.6002493000876985,6,13,2,MAINTENANCE_LOG_TAMPERING
5,56,4,3,1,36.94698830454108,6,7,1,EFB_DATA_EXFILTRATION
5,42,1,5,1,0.4347693717120703,4,36,0,FLIGHT_PLAN_INJECTION
6,132,6,2,1,8.912280231151438,3,11,1,EFB_DATA_EXFILTRATION
5,71,4,3,1,0.6012315423980793,4,47,0,FLIGHT_PLAN_INJECTION
3,139,5,3,1,31.526186139196106,6,16,1,EFB_DATA_EXFILTRATION
6,59,3,1,1,16.818512556473316,3,17,1,EFB_DATA_EXFILTRATION
5,59,9,3,1,5.307789409534854,5,25,2,MAINTENANCE_LOG_TAMPERING
4,68,3,1,1,16.63252554648173,6,13,1,EFB_DATA_EXFILTRATION
7,21,8,2,1,9.454725654605095,7,21,2,MAINTENANCE_LOG_TAMPERING
3,71,6,5,1,4.534450617975356,6,17,2,MAINTENANCE_LOG_TAMPERING
6,27,5,4,1,5.066366066898229,5,20,2,MAINTENANCE_LOG_TAMPERING
2,64,3,4,1,1.4947397089111683,2,39,0,FLIGHT_PLAN_INJECTION
7,22,5,4,1,7.224866604747085,7,14,2,MAINTENANCE_LOG_TAMPERING
2,57,3,4,1,0.5053898292626453,3,43,0,FLIGHT_PLAN_INJECTION
7,49,8,4,1,9.03706981886048,5,20,2,MAINTENANCE_LOG_TAMPERING
3,56,9,2,1,4.2863126293692115,4,24,2,MAINTENANCE_LOG_TAMPERING
4,88,2,6,1,1.1169801957956873,3,40,0,FLIGHT_PLAN_INJECTION
3,122,6,3,1,11.438662793779127,6,8,1,EFB_DATA_EXFILTRATION
3,78,5,3,1,26.229033922589345,3,14,1,EFB_DATA_EXFILTRATION
7,54,6,2,1,9.663917128361671,7,15,2,MAINTENANCE_LOG_TAMPERING
6,39,6,5,1,5.314315386818987,4,28,2,MAINTENANCE_LOG_TAMPERING
4,99,6,2,1,14.845745820952516,3,12,1,EFB_DATA_EXFILTRATION
5,74,3,5,1,0.16938872082461037,2,20,0,FLIGHT_PLAN_INJECTION
7,66,8,4,1,5.982006746278671,6,16,2,MAINTENANCE_LOG_TAMPERING
3,99,4,4,1,0.8917201953795868,2,48,0,FLIGHT_PLAN_INJECTION
3,102,5,3,1,5.371938407563627,4,19,1,EFB_DATA_EXFILTRATION
7,72,9,2,1,3.8468723665792193,4,11,2,MAINTENANCE_LOG_TAMPERING
3,74,4,2,1,13.343531802222838,4,6,1,EFB_DATA_EXFILTRATION
0,14,0,0,0,0.2627896870311209,1,0,3,BENIGN
6,33,9,4,1,6.275598175494288,5,18,2,MAINTENANCE_LOG_TAMPERING
5,75,6,2,1,37.562424699107815,3,19,1,EFB_DATA_EXFILTRATION
5,58,3,4,1,1.842487159826409,2,31,0,FLIGHT_PLAN_INJECTION
7,58,7,3,1,1.5687892657618692,6,24,2,MAINTENANCE_LOG_TAMPERING
5,144,7,2,1,31.33047474172061,4,13,1,EFB_DATA_EXFILTRATION
3,45,4,4,1,0.11381833461861765,3,31,0,FLIGHT_PLAN_INJECTION
6,105,6,2,1,42.43033850833217,5,12,1,EFB_DATA_EXFILTRATION
5,58,3,2,1,47.40051737710248,3,11,1,EFB_DATA_EXFILTRATION
4,62,5,2,1,32.30238109020044,5,18,1,EFB_DATA_EXFILTRATION
6,60,6,3,1,7.456760390544113,7,23,2,MAINTENANCE_LOG_TAMPERING
3,44,9,5,1,6.236802162348806,4,28,2,MAINTENANCE_LOG_TAMPERING
2,88,1,3,1,1.6732822429710792,3,30,0,FLIGHT_PLAN_INJECTION
5,63,3,3,1,21.060494922863967,5,16,1,EFB_DATA_EXFILTRATION
5,147,4,2,1,40.86264900088512,6,17,1,EFB_DATA_EXFILTRATION
3,53,8,4,1,9.661642478448357,4,12,2,MAINTENANCE_LOG_TAMPERING
5,89,7,3,1,14.68042686707184,3,19,1,EFB_DATA_EXFILTRATION
1,8,0,0,0,0.13727229237022232,1,1,3,BENIGN
3,117,4,2,1,30.289160373187066,6,6,1,EFB_DATA_EXFILTRATION
4,64,5,1,1,34.45547860506191,3,13,1,EFB_DATA_EXFILTRATION
3,40,5,4,1,2.2744176680425214,5,20,2,MAINTENANCE_LOG_TAMPERING
6,142,3,2,1,8.584030806564463,6,5,1,EFB_DATA_EXFILTRATION
6,135,7,3,1,21.76373537612577,3,15,1,EFB_DATA_EXFILTRATION
4,30,8,5,1,7.168498401138164,6,21,2,MAINTENANCE_LOG_TAMPERING
7,36,7,2,1,6.602036684269571,7,13,2,MAINTENANCE_LOG_TAMPERING
6,112,6,1,1,12.441669148093368,3,12,1,EFB_DATA_EXFILTRATION
3,66,2,6,1,1.4773295164885603,2,34,0,FLIGHT_PLAN_INJECTION
3,67,5,2,1,5.99318296861038,6,14,2,MAINTENANCE_LOG_TAMPERING
4,127,3,1,1,34.67505464220372,3,17,1,EFB_DATA_EXFILTRATION
3,88,2,3,1,1.2374106397767366,4,42,0,FLIGHT_PLAN_INJECTION
5,70,8,4,1,5.5684535943193465,6,19,2,MAINTENANCE_LOG_TAMPERING
4,23,9,4,1,3.8081910772200023,5,28,2,MAINTENANCE_LOG_TAMPERING
6,61,9,3,1,1.5208055561979221,4,22,2,MAINTENANCE_LOG_TAMPERING
3,51,9,3,1,4.535891998111456,7,21,2,MAINTENANCE_LOG_TAMPERING
4,40,8,5,1,9.921144879676344,7,19,2,MAINTENANCE_LOG_TAMPERING
5,103,3,1,1,43.6608661888055,4,11,1,EFB_DATA_EXFILTRATION
4,68,3,7,1,1.6424449031969792,4,47,0,FLIGHT_PLAN_INJECTION
4,73,9,5,1,0.7897172046011673,4,11,2,MAINTENANCE_LOG_TAMPERING
2,66,3,5,1,0.802997883323957,4,21,0,FLIGHT_PLAN_INJECTION
3,76,9,4,1,7.585710264470664,4,27,2,MAINTENANCE_LOG_TAMPERING
4,64,9,2,1,4.2908842944588885,4,28,2,MAINTENANCE_LOG_TAMPERING
6,37,9,3,1,6.213401859034308,7,24,2,MAINTENANCE_LOG_TAMPERING
5,89,1,5,1,1.6471718689760169,3,23,0,FLIGHT_PLAN_INJECTION
6,50,7,4,1,7.303563112687306,5,25,2,MAINTENANCE_LOG_TAMPERING
2,94,2,7,1,1.0368457485963907,4,37,0,FLIGHT_PLAN_INJECTION
5,96,5,1,1,33.07500244233367,6,18,1,EFB_DATA_EXFILTRATION
5,57,6,3,1,45.010874106718624,4,18,1,EFB_DATA_EXFILTRATION
7,51,5,3,1,9.636743544281954,5,25,2,MAINTENANCE_LOG_TAMPERING
6,36,5,5,1,7.588244293267102,6,23,2,MAINTENANCE_LOG_TAMPERING
3,57,1,5,1,1.355850259234384,3,35,0,FLIGHT_PLAN_INJECTION
4,109,4,2,1,31.817657785667645,4,6,1,EFB_DATA_EXFILTRATION
3,32,4,3,1,0.21964567659403084,3,21,0,FLIGHT_PLAN_INJECTION
4,63,6,3,1,8.273994510715582,7,22,2,MAINTENANCE_LOG_TAMPERING
3,91,7,1,1,34.67705261560629,3,6,1,EFB_DATA_EXFILTRATION
1,18,0,0,0,0.1667561768314334,1,3,3,BENIGN
4,130,5,3,1,20.682911740193845,3,9,1,EFB_DATA_EXFILTRATION
3,34,4,6,1,1.5642208013280479,2,24,0,FLIGHT_PLAN_INJECTION
7,45,7,5,1,5.849702641974446,7,12,2,MAINTENANCE_LOG_TAMPERING
5,75,3,2,1,25.67674854725744,6,7,1,EFB_DATA_EXFILTRATION
2,30,1,6,1,0.12972226108412485,3,47,0,FLIGHT_PLAN_INJECTION
4,76,6,2,1,48.19625103389409,5,18,1,EFB_DATA_EXFILTRATION
5,64,6,2,1,44.38444120016115,4,7,1,EFB_DATA_EXFILTRATION
4,116,5,3,1,31.235839134986136,3,14,1,EFB_DATA_EXFILTRATION
0,7,0,0,0,0.01172951086057722,2,2,3,BENIGN
1,17,1,0,0,0.04651518737044785,1,3,3,BENIGN
6,85,5,3,1,27.565133892875274,5,10,1,EFB_DATA_EXFILTRATION
5,90,3,2,1,9.434177022548331,6,16,1,EFB_DATA_EXFILTRATION
4,71,4,5,1,0.3927171404352312,4,47,0,FLIGHT_PLAN_INJECTION
5,42,2,5,1,1.0756461265495287,2,33,0,FLIGHT_PLAN_INJECTION
0,18,0,0,0,0.0996904095053135,1,2,3,BENIGN
5,52,3,6,1,0.5109717865627077,3,38,0,FLIGHT_PLAN_INJECTION
5,46,5,5,1,1.7322094509052555,6,24,2,MAINTENANCE_LOG_TAMPERING
4,128,3,3,1,18.339832615072872,3,9,1,EFB_DATA_EXFILTRATION
3,79,2,7,1,1.540976417519439,4,33,0,FLIGHT_PLAN_INJECTION
3,23,8,5,1,5.6412865306417315,6,13,2,MAINTENANCE_LOG_TAMPERING
2,67,1,3,1,1.876118042379649,2,23,0,FLIGHT_PLAN_INJECTION
6,63,6,4,1,2.604259983111601,4,22,2,MAINTENANCE_LOG_TAMPERING
4,82,7,3,1,35.08198794425318,3,17,1,EFB_DATA_EXFILTRATION
4,77,4,6,1,0.15012887421052284,2,40,0,FLIGHT_PLAN_INJECTION
7,51,6,3,1,7.451872902857888,4,16,2,MAINTENANCE_LOG_TAMPERING
6,86,5,1,1,21.553123151426046,6,12,1,EFB_DATA_EXFILTRATION
5,92,1,5,1,0.776107231365444,3,46,0,FLIGHT_PLAN_INJECTION
4,24,6,4,1,2.2321842439930855,4,25,2,MAINTENANCE_LOG_TAMPERING
4,33,5,4,1,5.536097867835496,7,14,2,MAINTENANCE_LOG_TAMPERING
5,89,1,4,1,1.4210208525943921,4,23,0,FLIGHT_PLAN_INJECTION
5,44,5,5,1,4.137638617707964,7,20,2,MAINTENANCE_LOG_TAMPERING
3,76,9,3,1,8.63470871644424,7,20,2,MAINTENANCE_LOG_TAMPERING
5,104,3,2,1,8.520894436101024,4,13,1,EFB_DATA_EXFILTRATION
6,41,6,2,1,2.2918949309049954,6,28,2,MAINTENANCE_LOG_TAMPERING
3,73,6,3,1,41.12056232176636,4,18,1,EFB_DATA_EXFILTRATION
3,77,3,4,1,0.19512260147725924,2,31,0,FLIGHT_PLAN_INJECTION
3,41,3,5,1,0.8779510814918873,3,32,0,FLIGHT_PLAN_INJECTION
2,56,1,3,1,1.2678181262035537,4,39,0,FLIGHT_PLAN_INJECTION
5,64,6,3,1,5.716868144793787,4,14,2,MAINTENANCE_LOG_TAMPERING
3,46,5,3,1,0.5878989631410724,4,13,2,MAINTENANCE_LOG_TAMPERING
6,132,4,3,1,18.23015248677289,6,19,1,EFB_DATA_EXFILTRATION
4,98,3,1,1,7.442203342521811,5,10,1,EFB_DATA_EXFILTRATION
3,86,4,3,1,0.2126869001220839,4,48,0,FLIGHT_PLAN_INJECTION
7,22,6,5,1,1.8447450400325076,5,22,2,MAINTENANCE_LOG_TAMPERING
5,61,1,7,1,1.9032512460473519,2,47,0,FLIGHT_PLAN_INJECTION
5,87,4,4,1,0.6193248656651922,4,30,0,FLIGHT_PLAN_INJECTION
5,73,5,5,1,3.315306730365517,4,29,2,MAINTENANCE_LOG_TAMPERING
3,83,4,4,1,1.4570093300288962,4,49,0,FLIGHT_PLAN_INJECTION
5,93,3,2,1,11.06220788913766,4,8,1,EFB_DATA_EXFILTRATION
5,75,8,2,1,2.9344217769461896,4,26,2,MAINTENANCE_LOG_TAMPERING
1,14,1,0,0,0.009841607690706855,1,3,3,BENIGN
6,58,5,1,1,45.91692695549033,3,17,1,EFB_DATA_EXFILTRATION
4,121,3,3,1,19.2108040028713,5,9,1,EFB_DATA_EXFILTRATION
2,5,0,0,0,0.18681732604636214,2,2,3,BENIGN
3,77,3,3,1,0.10513231198491059,2,27,0,FLIGHT_PLAN_INJECTION
6,43,9,2,1,2.2022069089405645,6,14,2,MAINTENANCE_LOG_TAMPERING
4,51,5,3,1,25.912616138630213,6,9,1,EFB_DATA_EXFILTRATION
3,41,1,7,1,1.9051313950194717,4,26,0,FLIGHT_PLAN_INJECTION
2,96,1,6,1,1.1346094565185654,2,35,0,FLIGHT_PLAN_INJECTION
4,90,3,6,1,0.9919262380926832,3,36,0,FLIGHT_PLAN_INJECTION
5,42,4,5,1,0.6407595026643365,3,47,0,FLIGHT_PLAN_INJECTION
6,77,4,1,1,21.08673965713473,4,11,1,EFB_DATA_EXFILTRATION
0,17,0,0,0,0.11284733719521511,1,2,3,BENIGN
3,58,7,2,1,2.2739634439250245,7,16,2,MAINTENANCE_LOG_TAMPERING
6,131,6,3,1,22.729437847087482,5,10,1,EFB_DATA_EXFILTRATION
6,89,5,3,1,36.67739370898829,5,6,1,EFB_DATA_EXFILTRATION
4,115,7,1,1,33.913932590271486,6,18,1,EFB_DATA_EXFILTRATION
4,134,4,3,1,42.741375813277266,3,19,1,EFB_DATA_EXFILTRATION
3,91,3,6,1,0.1203147812156527,3,45,0,FLIGHT_PLAN_INJECTION
3,78,6,2,1,1.4727473965351772,5,10,2,MAINTENANCE_LOG_TAMPERING
5,51,2,4,1,0.3996368803930346,3,29,0,FLIGHT_PLAN_INJECTION
3,35,3,3,1,0.12698409672445293,2,37,0,FLIGHT_PLAN_INJECTION
6,137,5,2,1,25.475694730900152,6,12,1,EFB_DATA_EXFILTRATION
4,59,6,2,1,7.22468998281494,6,23,2,MAINTENANCE_LOG_TAMPERING
0,18,1,0,0,0.12095288629587891,1,3,3,BENIGN
4,53,1,4,1,1.0314217518421076,2,24,0,FLIGHT_PLAN_INJECTION
6,70,8,3,1,1.9494551308725983,7,26,2,MAINTENANCE_LOG_TAMPERING
3,77,5,3,1,49.22097078160966,3,9,1,EFB_DATA_EXFILTRATION
4,76,8,2,1,3.148180094951977,6,25,2,MAINTENANCE_LOG_TAMPERING
0,7,1,0,0,0.16514708773406706,2,0,3,BENIGN
2,48,4,7,1,1.4079103708332528,3,30,0,FLIGHT_PLAN_INJECTION
1,7,0,0,0,0.4681762789124927,1,1,3,BENIGN
4,84,3,2,1,9.20605716069996,5,10,1,EFB_DATA_EXFILTRATION
4,64,1,7,1,1.2206853494355356,2,24,0,FLIGHT_PLAN_INJECTION
5,77,2,7,1,1.8513995429061996,4,29,0,FLIGHT_PLAN_INJECTION
2,14,0,0,0,0.40862963449376144,1,0,3,BENIGN
4,32,1,3,1,1.514746990106422,2,31,0,FLIGHT_PLAN_INJECTION
5,99,1,5,1,0.8371091204442948,3,41,0,FLIGHT_PLAN_INJECTION
6,51,6,2,1,31.423060766106353,6,6,1,EFB_DATA_EXFILTRATION
3,130,6,1,1,46.14981663893213,6,17,1,EFB_DATA_EXFILTRATION
1,6,1,0,0,0.14902126139567795,1,0,3,BENIGN
3,54,7,2,1,3.5312122370468995,5,12,2,MAINTENANCE_LOG_TAMPERING
2,15,0,0,0,0.4045172751201708,1,4,3,BENIGN
6,60,5,1,1,27.597290484364404,6,18,1,EFB_DATA_EXFILTRATION
1,14,1,0,0,0.27745491691270446,2,0,3,BENIGN
4,32,6,2,1,0.6655901822694363,6,13,2,MAINTENANCE_LOG_TAMPERING
2,40,4,7,1,0.9784241451726369,3,35,0,FLIGHT_PLAN_INJECTION
7,77,8,5,1,5.7696421775415,5,15,2,MAINTENANCE_LOG_TAMPERING
5,41,3,5,1,1.6998460143234064,3,24,0,FLIGHT_PLAN_INJECTION
4,35,7,2,1,6.408644929244277,6,17,2,MAINTENANCE_LOG_TAMPERING
6,93,3,1,1,16.94163799041548,4,10,1,EFB_DATA_EXFILTRATION
7,60,8,2,1,6.6507457756368575,5,12,2,MAINTENANCE_LOG_TAMPERING
5,23,8,4,1,2.80579237458654,4,26,2,MAINTENANCE_LOG_TAMPERING
2,82,1,5,1,0.37910348086778056,4,28,0,FLIGHT_PLAN_INJECTION
5,30,9,5,1,3.0371834428163336,7,27,2,MAINTENANCE_LOG_TAMPERING
4,76,9,4,1,6.9724752608049,6,27,2,MAINTENANCE_LOG_TAMPERING
5,149,3,1,1,22.67535408479172,4,8,1,EFB_DATA_EXFILTRATION
1,8,0,0,0,0.04460327940848191,1,0,3,BENIGN
2,74,4,4,1,0.17242466585813404,2,49,0,FLIGHT_PLAN_INJECTION
6,20,8,2,1,3.610685348063633,6,13,2,MAINTENANCE_LOG_TAMPERING
2,53,4,4,1,1.3840421079111926,2,29,0,FLIGHT_PLAN_INJECTION
5,62,6,2,1,29.011537854968388,6,12,1,EFB_DATA_EXFILTRATION
5,61,9,4,1,7.766418521570314,4,12,2,MAINTENANCE_LOG_TAMPERING
4,149,7,2,1,43.828815970817715,4,19,1,EFB_DATA_EXFILTRATION
6,100,4,2,1,29.148047588097224,6,5,1,EFB_DATA_EXFILTRATION
6,20,9,3,1,9.206010797091569,7,23,2,MAINTENANCE_LOG_TAMPERING
5,93,4,5,1,1.5957755750717895,3,39,0,FLIGHT_PLAN_INJECTION
6,79,5,2,1,8.555731086469608,7,28,2,MAINTENANCE_LOG_TAMPERING
5,55,1,6,1,1.1905268832530964,4,34,0,FLIGHT_PLAN_INJECTION
4,51,7,3,1,11.972380340207115,3,13,1,EFB_DATA_EXFILTRATION
3,55,6,2,1,36.18373071981503,3,9,1,EFB_DATA_EXFILTRATION
6,126,7,3,1,17.87270232466785,4,13,1,EFB_DATA_EXFILTRATION
5,95,4,7,1,1.0429768466243055,3,30,0,FLIGHT_PLAN_INJECTION
4,49,5,5,1,5.874639860133533,6,14,2,MAINTENANCE_LOG_TAMPERING
4,42,2,6,1,0.44273620433865446,4,35,0,FLIGHT_PLAN_INJECTION
4,46,8,3,1,7.431263167735755,7,22,2,MAINTENANCE_LOG_TAMPERING
3,45,8,2,1,0.8951615844364602,7,18,2,MAINTENANCE_LOG_TAMPERING
5,125,7,2,1,46.2807005678037,4,7,1,EFB_DATA_EXFILTRATION
6,35,8,5,1,3.617398214893152,4,25,2,MAINTENANCE_LOG_TAMPERING
4,59,1,4,1,1.8830896034950437,3,31,0,FLIGHT_PLAN_INJECTION
4,44,2,7,1,1.7528212743916096,2,48,0,FLIGHT_PLAN_INJECTION
5,54,8,3,1,9.995299302230908,4,25,2,MAINTENANCE_LOG_TAMPERING
6,52,5,4,1,2.6607584136155964,6,24,2,MAINTENANCE_LOG_TAMPERING
3,64,9,3,1,9.4165631598958,4,29,2,MAINTENANCE_LOG_TAMPERING
5,85,1,6,1,0.6126125099954919,3,21,0,FLIGHT_PLAN_INJECTION
4,75,5,3,1,20.911601568079334,4,16,1,EFB_DATA_EXFILTRATION
5,123,7,3,1,35.01074240078947,6,7,1,EFB_DATA_EXFILTRATION
3,76,4,2,1,5.008333788294927,6,16,1,EFB_DATA_EXFILTRATION
4,58,6,2,1,3.385464346341181,5,20,2,MAINTENANCE_LOG_TAMPERING
5,51,3,1,1,42.932767557956446,4,7,1,EFB_DATA_EXFILTRATION
4,80,5,3,1,19.040058774880265,5,5,1,EFB_DATA_EXFILTRATION
5,51,5,4,1,3.588762819802512,5,24,2,MAINTENANCE_LOG_TAMPERING
6,36,5,3,1,9.026333933529363,5,14,2,MAINTENANCE_LOG_TAMPERING
4,84,4,6,1,0.4418030055961937,3,46,0,FLIGHT_PLAN_INJECTION
5,122,3,3,1,39.332699533020254,6,13,1,EFB_DATA_EXFILTRATION
6,36,7,3,1,5.280489459139659,6,15,2,MAINTENANCE_LOG_TAMPERING
4,143,4,2,1,38.71563487711102,5,12,1,EFB_DATA_EXFILTRATION
5,83,5,3,1,36.605229534583785,3,11,1,EFB_DATA_EXFILTRATION
5,71,3,1,1,49.31922047511209,6,6,1,EFB_DATA_EXFILTRATION
3,45,8,4,1,8.989662166359567,4,29,2,MAINTENANCE_LOG_TAMPERING
6,87,7,1,1,11.3346705997046,5,18,1,EFB_DATA_EXFILTRATION
6,92,5,2,1,15.446026076007028,5,11,1,EFB_DATA_EXFILTRATION
6,76,9,5,1,7.145672500772692,6,14,2,MAINTENANCE_LOG_TAMPERING
6,83,4,1,1,13.447763397422314,4,6,1,EFB_DATA_EXFILTRATION
0,13,1,0,0,0.018873658483716693,1,1,3,BENIGN
4,74,1,6,1,1.5290942952895654,3,22,0,FLIGHT_PLAN_INJECTION
5,64,9,3,1,6.538138079077779,5,13,2,MAINTENANCE_LOG_TAMPERING
2,11,1,0,0,0.31651445270387124,1,2,3,BENIGN
3,54,4,3,1,0.891823215185701,4,49,0,FLIGHT_PLAN_INJECTION
5,68,4,6,1,1.0249334462681625,4,33,0,FLIGHT_PLAN_INJECTION
2,14,0,0,0,0.3604081582374578,1,3,3,BENIGN
5,52,2,7,1,0.8751892882714893,3,41,0,FLIGHT_PLAN_INJECTION
5,101,3,3,1,19.382815647863204,3,18,1,EFB_DATA_EXFILTRATION
4,44,3,3,1,0.27906182616859865,4,36,0,FLIGHT_PLAN_INJECTION
3,88,4,7,1,1.5331364327669106,4,21,0,FLIGHT_PLAN_INJECTION
4,85,3,7,1,0.3764337497708701,3,33,0,FLIGHT_PLAN_INJECTION
2,57,4,4,1,0.5414375372556345,2,42,0,FLIGHT_PLAN_INJECTION
6,53,3,2,1,42.23228871233112,4,12,1,EFB_DATA_EXFILTRATION
4,83,4,7,1,0.8554245516902285,2,39,0,FLIGHT_PLAN_INJECTION
